vehicle_telemetry_id,timestamp,registration_number,vehicle_type,vehicle_category,route_origin,route_destination,highway_corridor,current_state,route_progress_pct,current_status,speed_kmh,cargo_payload_tons,passenger_count,fuel_level_pct,engine_temp_c,continuous_driving_hours,driver_fatigue_alert,checkpost_ilp_status,gps_signal_status
VTL-NER-2026-0373,2026-08-25 13:30:00,MN-01-BA-2892,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Imphal,Moreh (Border),NH-102,Manipur,5.5,Pit Stop / Checkpost Inspection,0.0,1.16,23,15.1,76.7,2.8,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0374,2026-08-25 13:30:00,TR-01-OW-5341,Emergency Relief Convoy / NDRF Truck,Emergency Services,Agartala,Silchar,NH-08,Tripura,39.8,Pit Stop / Checkpost Inspection,0.0,13.18,2,90.4,77.9,5.2,Normal,Pending Inspection,Moderate (3G)
VTL-NER-2026-0375,2026-08-25 13:30:00,AS-04-SP-7347,Fuel Tanker (POL),Hazardous Cargo,Guwahati,Silchar,NH-27,Assam,31.5,In Transit / Moving,35.1,13.05,2,93.1,91.7,6.9,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0376,2026-08-25 13:30:00,AS-09-OA-4265,Interstate Passenger Bus (ASTC/Private),Public Transit,Tezpur,Tawang,NH-13 (Trans-Arunachal),Assam,22.7,Halted / Landslide Blockade,0.0,2.34,1,89.2,74.2,8.0,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0377,2026-08-25 13:30:00,AS-06-OT-3947,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Shillong,NH-06,Meghalaya,89.8,In Transit / Moving,24.5,6.08,1,57.6,88.4,5.5,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0378,2026-08-25 13:30:00,NL-03-TW-7099,Emergency Relief Convoy / NDRF Truck,Emergency Services,Kohima,Imphal,NH-02,Manipur,92.3,In Transit / Moving,49.4,3.54,3,42.3,98.9,1.0,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0379,2026-08-25 13:30:00,SK-08-YB-7783,Emergency Relief Convoy / NDRF Truck,Emergency Services,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,9.8,Pit Stop / Checkpost Inspection,0.0,10.88,1,33.9,77.0,7.3,Normal,Customs/Inner Line Permit (ILP) Verification,Strong (4G/5G)
VTL-NER-2026-0380,2026-08-25 13:30:00,AS-06-MF-3335,Emergency Relief Convoy / NDRF Truck,Emergency Services,Guwahati,Itanagar,NH-15,Arunachal Pradesh,57.3,In Transit / Moving,46.0,0.9,1,48.4,97.2,4.1,Normal,Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0381,2026-08-25 13:30:00,NL-04-KJ-3959,Border Roads Construction Dumper,Infrastructure,Kohima,Imphal,NH-02,Nagaland,36.1,In Transit / Moving,29.0,8.77,2,71.0,101.3,5.0,Normal,N/A,Weak (Mountain Shadow)
VTL-NER-2026-0382,2026-08-25 13:30:00,TR-05-BL-2162,Emergency Relief Convoy / NDRF Truck,Emergency Services,Agartala,Silchar,NH-08,Assam,67.0,In Transit / Moving,38.4,7.93,2,72.7,95.8,3.5,Normal,Customs/Inner Line Permit (ILP) Verification,Weak (Mountain Shadow)
VTL-NER-2026-0383,2026-08-25 13:30:00,AS-07-CA-2729,Multi-Axle Container Truck,Cargo / Logistics,Guwahati,Dibrugarh,NH-27 / NH-15,Assam,69.9,Pit Stop / Checkpost Inspection,0.0,33.19,3,52.9,82.1,7.8,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0384,2026-08-25 13:30:00,NL-01-ZC-4710,Emergency Relief Convoy / NDRF Truck,Emergency Services,Kohima,Imphal,NH-02,Manipur,63.7,In Transit / Moving,49.6,12.97,3,26.0,92.1,5.9,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0385,2026-08-25 13:30:00,MN-01-AD-8744,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Imphal,Moreh (Border),NH-102,Manipur,76.1,In Transit / Moving,58.9,0.47,3,95.6,82.9,0.8,Normal,Pending Inspection,Strong (4G/5G)
VTL-NER-2026-0386,2026-08-25 13:30:00,AS-02-XC-5648,Fuel Tanker (POL),Hazardous Cargo,Tezpur,Tawang,NH-13 (Trans-Arunachal),Arunachal Pradesh,51.5,In Transit / Moving,46.6,11.34,2,77.5,92.5,8.8,Yes (Exceeded 8 hrs),Cleared,Weak (Mountain Shadow)
VTL-NER-2026-0387,2026-08-25 13:30:00,AS-07-FB-1632,Fuel Tanker (POL),Hazardous Cargo,Silchar,Aizawl,NH-306,Mizoram,58.0,In Transit / Moving,31.8,16.47,1,78.7,93.0,8.1,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0388,2026-08-25 13:30:00,AS-04-YQ-6423,Emergency Relief Convoy / NDRF Truck,Emergency Services,Guwahati,Itanagar,NH-15,Arunachal Pradesh,71.6,In Transit / Moving,57.9,7.89,1,46.3,96.4,2.5,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0389,2026-08-25 13:30:00,TR-02-ZY-1970,Fuel Tanker (POL),Hazardous Cargo,Agartala,Silchar,NH-08,Assam,83.9,In Transit / Moving,26.2,0.85,3,83.3,90.8,7.6,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0390,2026-08-25 13:30:00,AS-05-MA-8396,Heavy Freight Truck (10-Wheeler),Cargo / Logistics,Guwahati,Silchar,NH-27,Assam,91.1,In Transit / Moving,36.2,16.37,2,92.5,84.0,5.2,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0391,2026-08-25 13:30:00,MN-07-NR-8193,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Imphal,Moreh (Border),NH-102,Manipur,57.4,Pit Stop / Checkpost Inspection,0.0,3.23,3,61.9,74.0,5.4,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0392,2026-08-25 13:30:00,AS-02-RH-4742,Light Commercial Vehicle (Bolero Pick-up),Local Supply / Freight,Silchar,Aizawl,NH-306,Mizoram,75.3,In Transit / Moving,64.2,1.92,1,55.4,99.7,2.0,Normal,Customs/Inner Line Permit (ILP) Verification,Moderate (3G)
VTL-NER-2026-0393,2026-08-25 13:30:00,AS-05-TI-2817,Border Roads Construction Dumper,Infrastructure,Tezpur,Tawang,NH-13 (Trans-Arunachal),Arunachal Pradesh,61.0,In Transit / Moving,32.9,9.2,3,54.1,84.6,1.5,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0394,2026-08-25 13:30:00,NL-03-VT-2029,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Dimapur,Kohima,NH-29,Nagaland,38.9,In Transit / Moving,66.8,1.54,18,77.4,86.1,6.2,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0395,2026-08-25 13:30:00,TR-07-ZW-2662,Emergency Relief Convoy / NDRF Truck,Emergency Services,Agartala,Silchar,NH-08,Assam,66.2,Pit Stop / Checkpost Inspection,0.0,4.19,1,68.0,71.7,5.0,Normal,Pending Inspection,Weak (Mountain Shadow)
VTL-NER-2026-0396,2026-08-25 13:30:00,NL-01-AG-9157,Multi-Axle Container Truck,Cargo / Logistics,Dimapur,Kohima,NH-29,Nagaland,39.9,Halted / Landslide Blockade,0.0,20.18,3,27.9,81.6,8.9,Yes (Exceeded 8 hrs),Cleared,Strong (4G/5G)
VTL-NER-2026-0397,2026-08-25 13:30:00,SK-08-ZX-5134,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,9.7,Halted / Traffic Congestion,5.2,1.75,24,37.5,90.4,2.6,Normal,Cleared,Moderate (3G)
VTL-NER-2026-0398,2026-08-25 13:30:00,SK-05-PY-2076,Fuel Tanker (POL),Hazardous Cargo,Gangtok,Mangan (North Sikkim),Indo-China Highway,Sikkim,24.8,In Transit / Moving,17.5,2.87,2,84.8,98.3,5.2,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0399,2026-08-25 13:30:00,MN-02-FQ-6083,Emergency Relief Convoy / NDRF Truck,Emergency Services,Imphal,Moreh (Border),NH-102,Manipur,25.7,In Transit / Moving,36.4,8.76,2,52.2,95.9,6.6,Normal,Cleared,Strong (4G/5G)
VTL-NER-2026-0400,2026-08-25 13:30:00,AS-08-MN-8569,SUV / Tourist Taxi (Sumo/Innova),Passenger / Tourism,Guwahati,Itanagar,NH-15,Arunachal Pradesh,72.9,In Transit / Moving,67.2,0.61,11,36.8,84.5,8.0,Normal,Cleared,Strong (4G/5G)
